PAIS,NOMBRE PAIS,ANIO,TRAB.INDEX,ESPERANZA
HND,Honduras,2000,361.0538519220444,68.6618
HND,Honduras,2001,370.11100707473673,69.0061
HND,Honduras,2002,376.63413460615675,69.3664
HND,Honduras,2003,392.2955556621899,69.5071
HND,Honduras,2004,416.8889762161036,69.7957
HND,Honduras,2005,449.3878641884375,70.1041
HND,Honduras,2006,470.83343779615535,70.2608
HND,Honduras,2007,514.6761857560716,70.3765
HND,Honduras,2008,574.5660876423937,70.4414
HND,Honduras,2009,606.1454314801773,70.9113
HND,Honduras,2010,644.695203479617,71.0884
HND,Honduras,2011,677.236223081431,71.4386
HND,Honduras,2012,707.7004758415183,71.7344
HND,Honduras,2013,769.1278230303174,71.9629
HND,Honduras,2014,785.06444306951,72.2594
HND,Honduras,2015,821.2200896662579,72.4871
HND,Honduras,2016,838.8624620501761,72.5878
HND,Honduras,2017,925.5327915447381,72.6918
HND,Honduras,2018,997.7341060876724,72.8141
HND,Honduras,2019,980.2427890497906,72.8811
HND,Honduras,2020,828.6001121902048,71.4619
HTI,Haiti,2000,188.95307333512764,58.3652
HTI,Haiti,2001,219.26553844259544,58.4886
HTI,Haiti,2002,245.9705913128268,58.8545
HTI,Haiti,2003,224.76605677144593,59.5065
HTI,Haiti,2004,220.18663586778587,58.4755
HTI,Haiti,2005,233.0619929400805,60.4153
HTI,Haiti,2006,266.00553099996745,60.7632
HTI,Haiti,2007,302.57441126885874,61.103
HTI,Haiti,2008,345.408070433325,61.3322
HTI,Haiti,2009,404.5262575823792,61.7409
HTI,Haiti,2010,399.90283856642236,46.0185
HTI,Haiti,2011,446.78546818318625,61.6227
HTI,Haiti,2012,473.8615316749069,62.2915
HTI,Haiti,2013,511.0340264552137,62.6047
HTI,Haiti,2014,529.5160824142026,62.9875
HTI,Haiti,2015,525.0999388530172,63.2372
HTI,Haiti,2016,509.59312825046845,63.3922
HTI,Haiti,2017,505.2191226171917,63.8538
HTI,Haiti,2018,534.8427495978444,64.0188
HTI,Haiti,2019,529.2971309177535,64.2546
HTI,Haiti,2020,485.0769771944532,64.0518
JAM,Jamaica,2000,1182.8163052821828,70.9442
JAM,Jamaica,2001,1182.0068149546155,70.758
JAM,Jamaica,2002,1196.5563384125996,70.8882
JAM,Jamaica,2003,1296.0482284518043,70.8062
JAM,Jamaica,2004,1429.5601275148008,70.8603
JAM,Jamaica,2005,1520.7017518248176,71.0438
JAM,Jamaica,2006,1671.6983285737003,71.1993
JAM,Jamaica,2007,1803.950178977245,71.4179
JAM,Jamaica,2008,1907.7810781169062,71.6122
JAM,Jamaica,2009,1763.477009942275,72.1238
JAM,Jamaica,2010,1750.9084407414575,72.6219
JAM,Jamaica,2011,1835.6835974821759,73.0942
JAM,Jamaica,2012,1964.7090067723902,73.4335
JAM,Jamaica,2013,1995.0287542283058,73.4119
JAM,Jamaica,2014,1995.6158193505214,72.982
JAM,Jamaica,2015,1935.5954499167078,72.394
JAM,Jamaica,2016,1957.8302839199214,72.0198
JAM,Jamaica,2017,2075.765325686239,71.9114
JAM,Jamaica,2018,2223.7832354806187,71.793
JAM,Jamaica,2019,2395.115943990337,71.767
JAM,Jamaica,2020,1993.8790697297445,71.8686
KNA,St. Kitts and Nevis,2000,3745.4002676768823,69.7815
KNA,St. Kitts and Nevis,2001,3943.8805434733868,70.1995
KNA,St. Kitts and Nevis,2002,3982.5819164009918,70.4518
KNA,St. Kitts and Nevis,2003,4006.956436206256,70.7676
KNA,St. Kitts and Nevis,2004,4507.424821363038,71.303
KNA,St. Kitts and Nevis,2005,5192.932638948178,71.3616
KNA,St. Kitts and Nevis,2006,5711.839942534806,71.2885
KNA,St. Kitts and Nevis,2007,6150.866670853482,71.3668
KNA,St. Kitts and Nevis,2008,7491.336294574287,71.3738
KNA,St. Kitts and Nevis,2009,7472.43338340295,71.3927
KNA,St. Kitts and Nevis,2010,7426.4087653792,71.2705
KNA,St. Kitts and Nevis,2011,7846.4483637393305,71.5378
KNA,St. Kitts and Nevis,2012,8231.038471562319,71.669
KNA,St. Kitts and Nevis,2013,8945.276982991576,71.457
KNA,St. Kitts and Nevis,2014,8987.936426658263,70.9659
KNA,St. Kitts and Nevis,2015,9077.668150925709,70.763
KNA,St. Kitts and Nevis,2016,9495.53932867187,71.7405
KNA,St. Kitts and Nevis,2017,10026.697094319317,71.8399
KNA,St. Kitts and Nevis,2018,10885.073038636103,71.4671
KNA,St. Kitts and Nevis,2019,11561.765151228376,71.5717
KNA,St. Kitts and Nevis,2020,9861.683711836366,71.6266
LCA,St. Lucia,2000,1901.1768121120092,70.7678
LCA,St. Lucia,2001,1786.1085824103575,71.1345
LCA,St. Lucia,2002,1782.756851033929,71.472
LCA,St. Lucia,2003,1902.0966174546813,71.7707
LCA,St. Lucia,2004,2198.169582439856,72.0276
LCA,St. Lucia,2005,2390.4262337217274,72.2445
LCA,St. Lucia,2006,2932.1746544280377,72.4654
LCA,St. Lucia,2007,3154.5417670778556,72.5985
LCA,St. Lucia,2008,3510.1190511202217,72.6977
LCA,St. Lucia,2009,3427.789435789645,72.7222
LCA,St. Lucia,2010,3472.7615283872897,72.7196
LCA,St. Lucia,2011,3723.8972758035297,72.944
LCA,St. Lucia,2012,3872.770500526453,72.8821
LCA,St. Lucia,2013,3741.116700938002,72.7353
LCA,St. Lucia,2014,3851.818044159792,72.8638
LCA,St. Lucia,2015,3886.455722348449,73.1381
LCA,St. Lucia,2016,4280.292232319417,73.1116
LCA,St. Lucia,2017,4651.989058053107,73.1275
LCA,St. Lucia,2018,4989.523778107648,73.3569
LCA,St. Lucia,2019,5217.811865751251,73.4449
LCA,St. Lucia,2020,4123.329593909459,73.416
MEX,Mexico,2000,2355.837266580145,73.5692
MEX,Mexico,2001,2539.56314229997,73.8668
MEX,Mexico,2002,2666.6222827640136,74.1059
MEX,Mexico,2003,2785.9876900713634,74.2743
MEX,Mexico,2004,2993.6771634951233,74.372
MEX,Mexico,2005,3139.6035353888633,74.3765
MEX,Mexico,2006,3455.4301953172157,74.3313
MEX,Mexico,2007,3699.339174978428,74.2384
MEX,Mexico,2008,3919.502573796868,74.1524
MEX,Mexico,2009,3501.485514736704,74.119
MEX,Mexico,2010,3600.3392026962997,74.1901
MEX,Mexico,2011,3741.909761927753,74.3651
MEX,Mexico,2012,4117.103331786076,74.574
MEX,Mexico,2013,4217.593607010276,74.7391
MEX,Mexico,2014,4300.165044056242,74.7974
MEX,Mexico,2015,4207.113199417247,74.6822
MEX,Mexico,2016,3916.5504701691502,74.4122
MEX,Mexico,2017,3734.942085231094,74.1378
MEX,Mexico,2018,3883.220400995692,74.0146
MEX,Mexico,2019,4054.95167188372,74.2021
MEX,Mexico,2020,3355.431608134513,70.1328
NIC,Nicaragua,2000,322.99894068423515,67.2335
NIC,Nicaragua,2001,332.16444813363165,67.2145
NIC,Nicaragua,2002,334.0351662399192,67.1799
NIC,Nicaragua,2003,353.6147646073451,67.2174
NIC,Nicaragua,2004,393.00676057283135,67.4233
NIC,Nicaragua,2005,433.49281040367794,67.9359
NIC,Nicaragua,2006,455.8189996403541,68.7246
NIC,Nicaragua,2007,499.7006385971114,69.5595
NIC,Nicaragua,2008,538.7904406860528,70.5863
NIC,Nicaragua,2009,530.9336845392024,71.4328
NIC,Nicaragua,2010,570.9475695468692,72.009
NIC,Nicaragua,2011,630.6681596839592,72.4162
NIC,Nicaragua,2012,688.1161063964577,72.6148
NIC,Nicaragua,2013,724.4418092847427,72.7044
NIC,Nicaragua,2014,776.193717650805,72.8121
NIC,Nicaragua,2015,805.8143113371601,72.983
NIC,Nicaragua,2016,848.8242615367776,73.2562
NIC,Nicaragua,2017,890.8758805815586,73.5536
NIC,Nicaragua,2018,849.1555087292526,73.8497
NIC,Nicaragua,2019,816.1244659119399,74.0543
NIC,Nicaragua,2020,739.8919097044118,71.7954
PAN,Panama,2000,1566.6486554447977,74.0015
PAN,Panama,2001,1564.6723324813465,74.4144
PAN,Panama,2002,1630.0055601510862,74.8238
PAN,Panama,2003,1682.2347007967453,75.2175
PAN,Panama,2004,1877.2904755554305,75.5444
PAN,Panama,2005,2029.2913385353888,75.8285
PAN,Panama,2006,2137.9826710888697,76.0123
PAN,Panama,2007,2422.6000421001304,76.154
PAN,Panama,2008,2820.373186538665,76.2247
PAN,Panama,2009,3004.693347563642,76.3429
PAN,Panama,2010,3055.4477170860773,76.4479
PAN,Panama,2011,3589.1657014649213,76.6269
PAN,Panama,2012,4138.182640324508,76.8185
PAN,Panama,2013,4681.549394373068,77.0378
PAN,Panama,2014,4902.68505894557,77.2478
PAN,Panama,2015,5362.194033498888,77.4684
PAN,Panama,2016,5633.500677347177,77.6529
PAN,Panama,2017,6003.299678286846,77.7954
PAN,Panama,2018,6499.606959089921,77.8629
PAN,Panama,2019,6819.493778317838,77.8103
PAN,Panama,2020,4607.558265009845,76.657
PER,Peru,2000,808.0837234576157,70.424
PER,Peru,2001,820.3822832762467,71.0409
PER,Peru,2002,876.4611502380505,71.6608
PER,Peru,2003,966.5422424497073,72.2166
PER,Peru,2004,1084.840859613587,72.668
PER,Peru,2005,1240.2274775049577,72.9858
PER,Peru,2006,1417.1740596906525,73.1721
PER,Peru,2007,1667.2484893084224,73.2227
PER,Peru,2008,1981.783217477319,73.3772
PER,Peru,2009,2094.8594848625153,73.4661
PER,Peru,2010,2370.5211508463644,73.7106
PER,Peru,2011,2673.728392198088,74.1327
PER,Peru,2012,3110.514646628793,74.544
PER,Peru,2013,3433.1588219326763,74.9668
PER,Peru,2014,3488.050670825871,75.3334
PER,Peru,2015,3347.585085481517,75.6206
PER,Peru,2016,3294.16415928637,75.789
PER,Peru,2017,3309.282226962668,75.879
PER,Peru,2018,3581.8795086414148,76.0089
PER,Peru,2019,3821.419188690705,76.1559
PER,Peru,2020,2763.9808944879824,73.6655
PRY,Paraguay,2000,566.6148457263129,69.7502
PRY,Paraguay,2001,565.5257825357626,69.8997
PRY,Paraguay,2002,518.8195806981904,70.025
PRY,Paraguay,2003,490.20375349969987,70.297
PRY,Paraguay,2004,575.6098273884768,70.4809
PRY,Paraguay,2005,655.852598558231,70.5269
PRY,Paraguay,2006,760.7901627744786,70.7809
PRY,Paraguay,2007,998.2238952525911,71.1061
PRY,Paraguay,2008,1343.5142213107206,71.3838
PRY,Paraguay,2009,1506.7022195111267,71.6345
PRY,Paraguay,2010,1755.8134764998238,71.8872
PRY,Paraguay,2011,1941.574924206435,72.1314
PRY,Paraguay,2012,2210.6057998819592,72.4536
PRY,Paraguay,2013,2521.9120611378357,72.7568
PRY,Paraguay,2014,2588.1791777710027,72.8777
PRY,Paraguay,2015,2543.6809410912,73.1905
PRY,Paraguay,2016,2514.384696803336,73.5336
PRY,Paraguay,2017,2527.7996021003464,73.6436
PRY,Paraguay,2018,2663.185773459119,73.5676
PRY,Paraguay,2019,2638.661083981734,73.6207
PRY,Paraguay,2020,2373.9165415357525,73.1816
SLV,El Salvador,2000,662.0859113474514,69.8647
SLV,El Salvador,2001,676.5288128009427,69.5982
SLV,El Salvador,2002,700.1067905327266,70.2324
SLV,El Salvador,2003,773.9883935386193,70.1401
SLV,El Salvador,2004,809.0179473060282,70.3402
SLV,El Salvador,2005,864.4493139929057,70.4403
SLV,El Salvador,2006,941.4783428285216,70.7732
SLV,El Salvador,2007,998.315263658712,71.1081
SLV,El Salvador,2008,1082.7987234348598,71.4236
SLV,El Salvador,2009,1055.2297538130445,71.5756
SLV,El Salvador,2010,1114.666465713985,71.8478
SLV,El Salvador,2011,1202.383985230334,71.8589
SLV,El Salvador,2012,1290.1217184184093,71.8313
SLV,El Salvador,2013,1372.5873098251602,71.7711
SLV,El Salvador,2014,1370.89188394065,71.7464
SLV,El Salvador,2015,1377.7096880834374,71.8143
SLV,El Salvador,2016,1423.4090643420682,72.0248
SLV,El Salvador,2017,1460.3667680840258,72.3108
SLV,El Salvador,2018,1551.5920283331827,72.5546
SLV,El Salvador,2019,1647.0615335745442,72.5586
SLV,El Salvador,2020,1385.6387614259872,71.0609
SUR,Suriname,2000,545.6503108649861,65.5077
SUR,Suriname,2001,474.3815650874785,65.4821
SUR,Suriname,2002,561.736668132087,65.5313
SUR,Suriname,2003,656.5534965507912,65.5963
SUR,Suriname,2004,862.4682790471561,66.4163
SUR,Suriname,2005,1032.5241810671905,67.0025
SUR,Suriname,2006,1279.7080499988126,67.5713
SUR,Suriname,2007,1629.3375536258195,68.204
SUR,Suriname,2008,2080.4261663591956,68.8162
SUR,Suriname,2009,2329.459829902908,69.5048
SUR,Suriname,2010,2635.877768244237,69.8945
SUR,Suriname,2011,2770.6392464549112,69.9141
SUR,Suriname,2012,3017.0412029997397,69.7644
SUR,Suriname,2013,3255.70058195306,69.6816
SUR,Suriname,2014,3403.5744417815276,69.7824
SUR,Suriname,2015,3303.683987437761,70.8003
SUR,Suriname,2016,2593.087595130319,71.5924
SUR,Suriname,2017,2228.7507296218587,72.417
SUR,Suriname,2018,2250.3883941825075,72.5532
SUR,Suriname,2019,2335.612001451761,72.2423
SUR,Suriname,2020,1635.6813277102929,72.5615
TTO,Trinidad and Tobago,2000,2161.5102761374064,69.1022
TTO,Trinidad and Tobago,2001,2474.8663169309866,69.6462
TTO,Trinidad and Tobago,2002,2814.2381597388057,70.4878
TTO,Trinidad and Tobago,2003,3424.89189475554,69.729
TTO,Trinidad and Tobago,2004,4347.1825379908,71.0756
TTO,Trinidad and Tobago,2005,5129.252393179468,71.3077
TTO,Trinidad and Tobago,2006,6248.100160300702,71.256
TTO,Trinidad and Tobago,2007,7088.834116702969,71.6523
TTO,Trinidad and Tobago,2008,8307.441597201565,71.4697
TTO,Trinidad and Tobago,2009,7618.183676389428,73.126
TTO,Trinidad and Tobago,2010,7621.62851317327,72.7254
TTO,Trinidad and Tobago,2011,6872.119340208655,73.2779
TTO,Trinidad and Tobago,2012,7860.616077762426,73.7159
TTO,Trinidad and Tobago,2013,8800.051111465693,73.9623
TTO,Trinidad and Tobago,2014,8828.911700996156,74.2152
TTO,Trinidad and Tobago,2015,8833.877169912108,74.5032
TTO,Trinidad and Tobago,2016,7682.130312733429,74.281
TTO,Trinidad and Tobago,2017,7331.114084649509,74.2301
TTO,Trinidad and Tobago,2018,7334.406827831385,73.8018
TTO,Trinidad and Tobago,2019,7623.253405631236,74.2279
TTO,Trinidad and Tobago,2020,6888.318302868686,74.4056
URY,Uruguay,2000,2800.24587512132,75.0247
URY,Uruguay,2001,2569.9549026288305,75.2851
URY,Uruguay,2002,1946.320778485926,75.5399
URY,Uruguay,2003,1589.1225067779176,75.7851
URY,Uruguay,2004,1626.416149277763,76.0069
URY,Uruguay,2005,1885.9018742554863,76.1935
URY,Uruguay,2006,2280.3614870137544,76.3615
URY,Uruguay,2007,2839.8636153400325,76.4981
URY,Uruguay,2008,3503.7046291248394,76.623
URY,Uruguay,2009,4078.819623151612,76.7384
URY,Uruguay,2010,4847.054395400433,76.858
URY,Uruguay,2011,5824.735651658719,76.9833
URY,Uruguay,2012,6369.70024637649,77.111
URY,Uruguay,2013,7302.134151522554,77.24
URY,Uruguay,2014,7650.678974097168,77.3663
URY,Uruguay,2015,7404.121889336295,77.4827
URY,Uruguay,2016,7268.360005245114,77.5707
URY,Uruguay,2017,7447.781193576875,77.6247
URY,Uruguay,2018,8007.6222063091245,77.611
URY,Uruguay,2019,8160.41583531476,77.5085
URY,Uruguay,2020,6851.665666300201,78.4298
USA,United States of America,2000,17866.14486590845,76.8114
USA,United States of America,2001,18063.869088476673,76.9285
USA,United States of America,2002,18124.63259294536,77.0005
USA,United States of America,2003,19193.264556471124,77.1536
USA,United States of America,2004,21071.40191332877,77.5581
USA,United States of America,2005,22542.655142562737,77.5573
USA,United States of America,2006,23523.458323662217,77.8386
USA,United States of America,2007,23837.484784569482,78.1004
USA,United States of America,2008,23870.488210213287,78.1958
USA,United States of America,2009,22244.146384783966,78.564
USA,United States of America,2010,22559.871667162424,78.7724
USA,United States of America,2011,23247.61732647823,78.82
USA,United States of America,2012,24404.548886661454,78.9441
USA,United States of America,2013,25040.746757924375,78.9507
USA,United States of America,2014,26132.056976604672,79.0175
USA,United States of America,2015,26738.82943805704,78.8694
USA,United States of America,2016,27229.1770440285,78.8482
USA,United States of America,2017,28478.753087978064,78.8213
USA,United States of America,2018,30733.882086805894,78.9896
USA,United States of America,2019,32198.45687511794,79.138
USA,United States of America,2020,29308.651587922428,77.4144
VCT,St. Vincent and the Grenadines,2000,1226.3998441370481,71.3772
VCT,St. Vincent and the Grenadines,2001,1333.8135930968645,71.9378
VCT,St. Vincent and the Grenadines,2002,1486.1091632360424,72.1682
VCT,St. Vincent and the Grenadines,2003,1659.1942541681283,72.3523
VCT,St. Vincent and the Grenadines,2004,1814.5538149649833,73.035
VCT,St. Vincent and the Grenadines,2005,1928.5102700313946,73.5161
VCT,St. Vincent and the Grenadines,2006,2155.6808346070975,74.0166
VCT,St. Vincent and the Grenadines,2007,2349.3678351579492,74.7028
VCT,St. Vincent and the Grenadines,2008,2501.2560769734596,75.0526
VCT,St. Vincent and the Grenadines,2009,2562.020998587166,75.0826
VCT,St. Vincent and the Grenadines,2010,2480.1596157398853,74.7184
VCT,St. Vincent and the Grenadines,2011,2507.410330979089,74.5958
VCT,St. Vincent and the Grenadines,2012,2637.510213491954,74.1463
VCT,St. Vincent and the Grenadines,2013,2739.0130173810576,73.7976
VCT,St. Vincent and the Grenadines,2014,2692.2872653121212,74.473
VCT,St. Vincent and the Grenadines,2015,2783.301782196362,74.4071
VCT,St. Vincent and the Grenadines,2016,2922.5396694894353,74.2799
VCT,St. Vincent and the Grenadines,2017,3005.369402509424,74.3052
VCT,St. Vincent and the Grenadines,2018,3238.9187913982396,74.1279
VCT,St. Vincent and the Grenadines,2019,3310.451656072265,72.8347
VCT,St. Vincent and the Grenadines,2020,3047.6258934446178,72.1256
VEN,Venezuela,2000,1494.4932362986483,72.4775
VEN,Venezuela,2001,1702.373974756873,71.2015
VEN,Venezuela,2002,1406.4453588342212,72.6618
VEN,Venezuela,2003,1208.81764071043,71.9402
VEN,Venezuela,2004,1501.8698160997553,72.514
VEN,Venezuela,2005,1953.6119530372616,72.7825
VEN,Venezuela,2006,2496.2295205359815,72.7418
VEN,Venezuela,2007,3148.0211813876754,73.0583
VEN,Venezuela,2008,3933.8280269304046,72.436
VEN,Venezuela,2009,4355.141463686111,72.5788
VEN,Venezuela,2010,4909.65955837744,72.8901
VEN,Venezuela,2011,4996.527135106139,72.913
VEN,Venezuela,2012,5294.719977063316,73.0364
VEN,Venezuela,2013,5057.008302529065,73.1962
VEN,Venezuela,2014,5497.446262725064,72.8533
VEN,Venezuela,2015,5478.952272413508,73.0064
VEN,Venezuela,2016,5438.713367068828,72.0578
VEN,Venezuela,2017,5324.993625027549,71.943
VEN,Venezuela,2018,5154.044747352254,71.9788
VEN,Venezuela,2019,4753.997991782038,72.1614
VEN,Venezuela,2020,4492.498206231458,71.0949
